,budget (in Million),original_language,runtime,title,movie_id,preprocessed_overview,overview,rating,preprocessed_keywords,preprocessed_genres,preprocessed_cast,preprocessed_director,preprocessed_producer,preprocessed_spoken_languages,preprocessed_production_companies,preprocessed_production_countries,preprocessed_producer_director
3418,6,en,101.0,House at the End of the Street,82505,mother daughter move new town find live next door hous young girl murder parent daughter befriend surviv son learn stori far,a mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents when the daughter befriends the surviving son she learns the story is far from over,5.6,mother-daughter-relationship cross-dressing violence mother-son-relationship father-son-conflict,horror thriller,jennifer-lawrence max-thieriot elisabeth-shue gil-bellows nolan-gerard-funk,mark-tonderai,aaron-ryder hal-lieberman peter-block,English,a-bigger-boat relativity-media,United-States-of-America,aaron-ryder hal-lieberman peter-block mark-tonderai
3419,6,fr,130.0,Incendies,46738,mother last wish send twin jeann simon journey middl east search tangl root adapt wajdi mouawad acclaim play incendi tell power move tale two young adult voyag core deeproot hatr neverend war endur love,a mothers last wishes send twins jeanne and simon on a journey to middle east in search of their tangled roots adapted from wajdi mouawads acclaimed play incendies tells the powerful and moving tale of two young adults voyage to the core of deeprooted hatred neverending wars and enduring love,7.9,prison middle-east rape muslim militia interpreter son christian orphanage swimming-pool massacre checkpoint political-assassination twins will,drama war mystery,lubna-azabal mélissa-désormeaux-poulin maxim-gaudette rémy-girard allen-altman,denis-villeneuve,kim-mccraw,Français العربية English,ts-productions micro-scope,Canada France,kim-mccraw denis-villeneuve
3420,0,it,125.0,"Remember Me, My Love",38970,stori normal italian famili come dream lost possibl want realiz carlo giulia marri coupl given aspir order live averag life 19yearold son paolo troubl find ident 18yearold daughter valentina alreadi figur use sex advantag famili goe crisi carlo begin affair giulia attempt seduc director local stage product valentina best land audit tv show,the story of a normal italian family in which come out the dreams of those who have lost their possibilities and of those who want to realize them carlo and giulia are a married couple who have each given up their aspirations in order to live an average life their 19yearold son paolo is having trouble finding an identity while their 18yearold daughter valentina has already figured out how to use sex to her advantage the family goes through a crisis when carlo begins having an affair giulia attempt to seduce the director of a local stage production she is in and valentina does what she does best to land an audition for a tv show,5.8,eroticism,drama comedy romance,fabrizio-bentivoglio laura-morante monica-bellucci silvio-muccino nicoletta-romanoff,gabriele-muccino,,English Français Italiano,fandango medusa-film,Italy,gabriele-muccino
3421,0,en,88.0,Perrier’s Bounty,41009,gangster name perrier look exact reveng trio fugit respons accident death one croni,a gangster named perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies,5.1,suspense,action comedy crime drama,cillian-murphy brendan-gleeson jim-broadbent padraic-delaney natalie-britton,ian-fitzgibbon,,English,premiere-picture irish-film-board,Ireland United-Kingdom,ian-fitzgibbon
3422,4,pt,115.0,Elite Squad,7347,1997 visit pope rio de janeiro captain nascimento bope special polic oper battalion assign elimin risk drug dealer danger slum nearbi pope intend lodg,in 1997 before the visit of the pope to rio de janeiro captain nascimento from bope special police operations battalion is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged,7.8,slum police-brutality brazilian war-on-drugs rio-de-janeiro drug-traffic drug-dealer torture-by-the-police special-forces law-enforcement,drama action crime,wagner-moura caio-junqueira andré-ramiro milhem-cortaz fernanda-machado,josé-padilha,josé-padilha marcos-prado,Português,the-weinstein-company zazen-produções,Brazil,josé-padilha marcos-prado
3423,6,en,99.0,Annabelle,250546,john form found perfect gift expect wife mia beauti rare vintag doll pure white wed dress mia delight annabel doesnt last long one horrif night home invad member satan cult violent attack coupl spill blood terror leav behind cultist conjur entiti malevol noth compar sinist conduit damn annabel,john form has found the perfect gift for his expectant wife mia  a beautiful rare vintage doll in a pure white wedding dress but mias delight with annabelle doesnt last long on one horrific night their home is invaded by members of a satanic cult who violently attack the couple spilled blood and terror are not all they leave behind the cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now annabelle,5.6,prequel evil-doll killer-doll spin-off doll demonic-possession killer-toys toy-comes-to-life,horror,annabelle-wallis ward-horton tony-amendola alfre-woodard eric-ladin,john-r.-leonetti,james-wan peter-safran,English,new-line-cinema the-safran-company,United-States-of-America,james-wan peter-safran john-r.-leonetti
3424,0,en,82.0,Bran Nue Dae,38415,summer 1965 young man fill life idyl old pearl port broom fish hang mate girl howev mother return religi mission school punish act youth rebellion run away mission journey ultim lead back home,in the summer of 1965 a young man is filled with the life of the idyllic old pearling port broome  fishing hanging out with his mates and his girl however his mother returns him to the religious mission for further schooling after being punished for an act of youthful rebellion he runs away from the mission on a journey that ultimately leads him back home,5.2,musical woman-director,comedy drama foreign romance,rocky-mckenzie geoffrey-rush jessica-mauboy ernie-dingo missy-higgins,rachel-perkins,,,,,rachel-perkins
3425,6,en,112.0,Boyz n the Hood,650,boyz n hood popular success film social critic john singleton condit south central lo angel teenag involv gun fight drug deal daili basi,boyz n the hood is the popular and successful film and social criticism from john singleton about the conditions in south central los angeles where teenagers are involved in gun fights and drug dealing on a daily basis,7.4,street-gang black-people rap-music hip-hop street-war rapper violence-in-schools los-angeles,crime drama,laurence-fishburne cuba-gooding-jr. ice-cube morris-chestnut angela-bassett,john-singleton,steve-nicolaides,English,columbia-pictures-corporation,United-States-of-America,steve-nicolaides john-singleton
3426,6,en,108.0,La Bamba,16620,biograph stori rise nowher singer ritchi valen whose life cut short plane crash,biographical story of the rise from nowhere of singer ritchie valens whose life was cut short by a plane crash,6.8,musical death dying-young nostalgic mexican-american rising-star marital-rape,drama music,lou-diamond-phillips danielle-von-zerneck elizabeth-peña rosanna-desoto esai-morales,luis-valdez,taylor-hackford bill-borden,English,columbia-pictures-corporation new-visions-pictures,United-States-of-America,taylor-hackford bill-borden luis-valdez
3427,0,en,107.0,The Four Seasons,25113,three middleag wealthi coupl take vacat togeth spring summer autumn winter along way treat midlif marit parent crise,three middleaged wealthy couples take vacations together in spring summer autumn and winter along the way we are treated to midlife marital parental and other crises,6.3,,comedy drama romance,alan-alda carol-burnett len-cariou sandy-dennis rita-moreno,alan-alda,martin-bregman,English,universal-pictures,United-States-of-America,martin-bregman alan-alda
3428,6,en,105.0,Dressed to Kill,11033,mysteri tall blond woman wear sunglass murder one psychiatrist patient she prostitut wit,a mysterious tall blonde woman wearing sunglasses murders one of a psychiatrists patients and now shes after the prostitute who witnessed it,6.8,transvestism taxi prostitute subway shower one-night-stand manipulation nightmare seduction photography friendship assault alter-ego murder stalking violence psychiatrist interrogation desire guilt extramarital-affair hitchcockian straight-razor exhibitionism elevator dark-secrets white-gloves,horror mystery thriller,michael-caine angie-dickinson nancy-allen keith-gordon dennis-franz,brian-de-palma,george-litto,English,filmways-pictures cinema-77-films,United-States-of-America,george-litto brian-de-palma
